"Num_Auto_Mvt","Num_Mvt","Mvt","Categorie","Categdep","MT_Chiffre_Mvt_R","MT_Chiffre_Mvt_D","TYPE","DESIGN","MOISAN","MT_Lttre_Mvt","Motif_Mvt","Date_Mvt","Date_Mvt1","NORD","DATBEO","Code_Service","Service_Mvt","COMPT","DAF","DP","GDP","Solde_Av_Mvt","Solde_Av_Mvt1","Solde_Ap_Mvt","Solde_Ap_Mvt1","Heure_Mvt","Benef_Mvt","Code_Rubrique","Rubrique_Mvt","REP","CODE","MOIS","ANNE","MOISAN2","NBEO","MLMOIS","DATF","TITRE","COD"
"2261","1981","Dépenses","Dépenses","Dépenses","0","120000","","","MARS/2023","Cent vingt mille francs congolais","Frais de nettoyage 02 bus ","14/03/2023 00:00:00","2023/03/14","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","230806359,67","230806359,67","230686359,67","230686359,67","30/12/1899 09:38:09","","","","0","624000","MARS","2023","MOIS DE  MARS 2023","1512","Francs Congolais:  Deux millions soixante  et un mille trois cent soixante huit et quatre-vingt deux centime","33333","SOMMAIRE MOIS DE MARS/2023","1"
"2262","1982","Dépenses","Dépenses","Dépenses","0","500000","","","MARS/2023","Cinq cent mille francs congolais","Réparation pneus véhicules","14/03/2023 00:00:00","2023/03/14","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","230686359,67","230686359,67","230186359,67","230186359,67","30/12/1899 09:40:00","","","","0","624000","MARS","2023","MOIS DE  MARS 2023","7586","Francs Congolais:  Deux millions soixante  et un mille trois cent soixante huit et quatre-vingt deux centime","33333","SOMMAIRE MOIS DE MARS/2023","1"
"2263","1983","Dépenses","Dépenses","Dépenses","0","900000","","","MARS/2023","Neuf cent mille francs congolais","Manutention des archives","14/03/2023 00:00:00","2023/03/14","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","230186359,67","230186359,67","229286359,67","229286359,67","30/12/1899 09:40:49","","","","0","659800","MARS","2023","MOIS DE  MARS 2023","1515","Francs Congolais:  Deux millions soixante  et un mille trois cent soixante huit et quatre-vingt deux centime","33333","SOMMAIRE MOIS DE MARS/2023","1"
"2264","1984","Dépenses","Dépenses","Dépenses","0","1570000","","","MARS/2023","Un million cinq cent soixante  dix mille francs congolais","Achat pces de rechanges jeep 6771 ","14/03/2023 00:00:00","2023/03/14","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","229286359,67","229286359,67","227716359,67","227716359,67","30/12/1899 09:41:47","","","","0","624000","MARS","2023","MOIS DE  MARS 2023","1516","Francs Congolais:  Deux millions soixante  et un mille trois cent soixante huit et quatre-vingt deux centime","33333","SOMMAIRE MOIS DE MARS/2023","1"
"2265","1985","Dépenses","Dépenses","Dépenses","0","890000","","","MARS/2023","Huit cent quatre-vingt  dix mille francs congolais","Achat moyeux complet avant","14/03/2023 00:00:00","2023/03/14","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","227716359,67","227716359,67","226826359,67","226826359,67","30/12/1899 09:42:30","","","","0","624000","MARS","2023","MOIS DE  MARS 2023","7587","Francs Congolais:  Deux millions soixante  et un mille trois cent soixante huit et quatre-vingt deux centime","33333","SOMMAIRE MOIS DE MARS/2023","1"
"3735","3145","Dépenses","Dépenses","Dépenses","0","26778250","","","JUILLET/2023","Vingt six millions sept cent soixante  dix-huit mille deux cent cinquante francs congolais","Achat carburant charroi","20/07/2023 00:00:00","2023/07/20","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","110094958,12","110094958,12","83316708,12","83316708,12","30/12/1899 07:44:36","","","","0","604210","JUILLET","2023","MOIS DE JUILLET 2023","6315","Francs Congolais:  Dix-sept millions vingt  et un mille cent soixante  onze et et soixante  quatorze centime","33333","SOMMAIRE MOIS MOIS D'AOUT/2023","1"
"3736","3146","Dépenses","Dépenses","Dépenses","0","2574000","","","JUILLET/2023","Deux millions cinq cent soixante  quatorze mille francs congolais","Achat chargeurs portables HP,licence windows 11,toner HP 59A","20/07/2023 00:00:00","2023/07/20","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","83316708,12","83316708,12","80742708,12","80742708,12","30/12/1899 07:46:54","","","","0","628100","JUILLET","2023","MOIS DE JUILLET 2023","6316","Francs Congolais:  Dix-sept millions vingt  et un mille cent soixante  onze et et soixante  quatorze centime","33333","SOMMAIRE MOIS MOIS D'AOUT/2023","1"
"3737","3147","Dépenses","Dépenses","Dépenses","0","20000","","","JUILLET/2023","Vingt mille francs congolais","Courses de service Ndeji","20/07/2023 00:00:00","2023/07/20","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","80742708,12","80742708,12","80722708,12","80722708,12","30/12/1899 07:47:30","","","","0","618120","JUILLET","2023","MOIS DE JUILLET 2023","6317","Francs Congolais:  Dix-sept millions vingt  et un mille cent soixante  onze et et soixante  quatorze centime","33333","SOMMAIRE MOIS MOIS D'AOUT/2023","1"
"3738","3148","Dépenses","Dépenses","Dépenses","0","107201","","","JUILLET/2023","Cent sept mille deux cent un francs congolais","Achat produits pharmaceutiques Makitu","21/07/2023 00:00:00","2023/07/21","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","80722708,12","80722708,12","80615507,12","80615507,12","30/12/1899 07:48:24","","","","0","632831","JUILLET","2023","MOIS DE JUILLET 2023","6318","Francs Congolais:  Dix-sept millions vingt  et un mille cent soixante  onze et et soixante  quatorze centime","33333","SOMMAIRE MOIS MOIS D'AOUT/2023","1"
"3739","3149","Dépenses","Dépenses","Dépenses","0","1170000","","","JUILLET/2023","Un million cent soixante  dix mille francs congolais","Frais médicaux Ngalula","21/07/2023 00:00:00","2023/07/21","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","80615507,12","80615507,12","79445507,12","79445507,12","30/12/1899 07:51:36","","","","0","632831","JUILLET","2023","MOIS DE JUILLET 2023","6319","Francs Congolais:  Dix-sept millions vingt  et un mille cent soixante  onze et et soixante  quatorze centime","33333","SOMMAIRE MOIS MOIS D'AOUT/2023","1"
"3740","3150","Dépenses","Dépenses","Dépenses","0","2000000","","","JUILLET/2023","Deux millions de francs congolais","Emprunt financier 1ère tranche Schaotange","21/07/2023 00:00:00","2023/07/21","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","79445507,12","79445507,12","77445507,12","77445507,12","30/12/1899 07:52:32","","","","0","659800","JUILLET","2023","MOIS DE JUILLET 2023","6320","Francs Congolais:  Dix-sept millions vingt  et un mille cent soixante  onze et et soixante  quatorze centime","33333","SOMMAIRE MOIS MOIS D'AOUT/2023","1"
"3741","3151","Dépenses","Dépenses","Dépenses","0","3600000","","","JUILLET/2023","Trois millions six cent mille francs congolais","Collation comité de suivi fons social juillet 23","21/07/2023 00:00:00","2023/07/21","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","77445507,12","77445507,12","73845507,12","73845507,12","30/12/1899 07:53:28","","","","0","663841","JUILLET","2023","MOIS DE JUILLET 2023","6321","Francs Congolais:  Dix-sept millions vingt  et un mille cent soixante  onze et et soixante  quatorze centime","33333","SOMMAIRE MOIS MOIS D'AOUT/2023","1"
"2266","1986","Dépenses","Dépenses","Dépenses","0","350000","","","MARS/2023","Trois cent cinquante mille francs congolais","Réparation frigos","14/03/2023 00:00:00","2023/03/14","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","226826359,67","226826359,67","226476359,67","226476359,67","30/12/1899 09:43:21","","","","0","624000","MARS","2023","MOIS DE  MARS 2023","1518","Francs Congolais:  Deux millions soixante  et un mille trois cent soixante huit et quatre-vingt deux centime","33333","SOMMAIRE MOIS DE MARS/2023","1"
"2267","1987","Dépenses","Dépenses","Dépenses","0","1575000","","","MARS/2023","Un million cinq cent soixante  quinze mille francs congolais","Achat huile moteur charroi","14/03/2023 00:00:00","2023/03/14","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","226476359,67","226476359,67","224901359,67","224901359,67","30/12/1899 09:44:29","","","","0","604210","MARS","2023","MOIS DE  MARS 2023","7585","Francs Congolais:  Deux millions soixante  et un mille trois cent soixante huit et quatre-vingt deux centime","33333","SOMMAIRE MOIS DE MARS/2023","1"
"2268","1988","Dépenses","Dépenses","Dépenses","0","750000","","","MARS/2023","Sept cent cinquante mille francs congolais","Entretien et réparation splits bureaux","14/03/2023 00:00:00","2023/03/14","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","224901359,67","224901359,67","224151359,67","224151359,67","30/12/1899 09:45:18","","","","0","624000","MARS","2023","MOIS DE  MARS 2023","7588","Francs Congolais:  Deux millions soixante  et un mille trois cent soixante huit et quatre-vingt deux centime","33333","SOMMAIRE MOIS DE MARS/2023","1"
"2269","1989","Dépenses","Dépenses","Dépenses","0","1386000","","","MARS/2023","Un million trois cent quatre-vingt six mille francs congolais","Achat pces de rechanges jeep 5604","14/03/2023 00:00:00","2023/03/14","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","224151359,67","224151359,67","222765359,67","222765359,67","30/12/1899 09:45:53","","","","0","624000","MARS","2023","MOIS DE  MARS 2023","1521","Francs Congolais:  Deux millions soixante  et un mille trois cent soixante huit et quatre-vingt deux centime","33333","SOMMAIRE MOIS DE MARS/2023","1"
"2270","1990","Dépenses","Dépenses","Dépenses","0","825000","","","MARS/2023","Huit cent vingt cinq mille francs congolais","Achat maitre cylindre jeep 7252","14/03/2023 00:00:00","2023/03/14","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","222765359,67","222765359,67","221940359,67","221940359,67","30/12/1899 09:46:36","","","","0","624000","MARS","2023","MOIS DE  MARS 2023","7584","Francs Congolais:  Deux millions soixante  et un mille trois cent soixante huit et quatre-vingt deux centime","33333","SOMMAIRE MOIS DE MARS/2023","1"
"2271","1991","Dépenses","Dépenses","Dépenses","0","550000","","","MARS/2023","Cinq cent cinquante mille francs congolais","Achat amortisseur de directions","14/03/2023 00:00:00","2023/03/14","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","221940359,67","221940359,67","221390359,67","221390359,67","30/12/1899 09:48:10","","","","0","624000","MARS","2023","MOIS DE  MARS 2023","7590","Francs Congolais:  Deux millions soixante  et un mille trois cent soixante huit et quatre-vingt deux centime","33333","SOMMAIRE MOIS DE MARS/2023","1"
"2319","2039","Dépenses","Dépenses","Fonctionnement","0","500000","","","MARS/2023","Cinq cent mille francs congolais","Frais de fonctionnement bureau Lerexcom","16/03/2023 00:00:00","2023/03/16","","16/03/2023","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","185159449,67","185159449,67","184659449,67","184659449,67","30/12/1899 12:42:02","","","","0","-","MARS","2023","MOIS DE  MARS 2023","1572","Francs Congolais:  Deux millions soixante  et un mille trois cent soixante huit et quatre-vingt deux centime","33333","SOMMAIRE MOIS DE MARS/2023","1"
"4337","3715","Dépenses","Dépenses","Dépenses","0","3500000","","","AOUT/2023","Trois millions cinq cent mille francs congolais","Communication aux sous directions","31/08/2023 00:00:00","2023/08/31","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU","","405667315,24","405667315,24","402167315,24","402167315,24","30/12/1899 08:16:28","","","","0","628100","AOUT","2023","MOIS D'AOUT 2023","3237","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"4463","3841","Dépenses","Dépenses","Dépenses","0","39000","","","AOUT/2023","Trente neuf mille francs congolais","Frais de reluire rapports et notes ","31/08/2023 00:00:00","2023/08/31","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU","","230692046,24","230692046,24","230653046,24","230653046,24","30/12/1899 11:22:02","","","","0","632860","AOUT","2023","MOIS D'AOUT 2023","6147","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"4122","171","Recettes","Recettes","Recettes","37260000","0","CAISSE","Appro Caisse","AOUT/2023","Trente sept millions deux cent soixante mille francs congolais","KV, Appro caisse","24/08/2023 00:00:00","2023/08/24","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU","","185430946,24","185430946,24","222690946","222690946","30/12/1899 10:34:51","Appro Caisse","","","0","707820","AOUT","2023","MOIS D'AOUT 2023","0","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"4141","3531","Dépenses","Dépenses","Dépenses","0","3000000","","","AOUT/2023","Trois millions de francs congolais","Collation mensuelle aux policiers de garde aout 23 ","30/08/2023 00:00:00","2023/08/30","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU","","523957602,14","523957602,14","520957602,14","520957602,14","30/12/1899 14:48:29","","","","0","663841","AOUT","2023","MOIS D'AOUT 2023","6108","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"4142","3532","Dépenses","Dépenses","Dépenses","0","252981669","","","AOUT/2023","Deux cent cinquante deux millions neuf cent quatre-vingt  et un mille six cent soixante neuf francs congolais","PV CX N°040/23 P/C Digital","30/08/2023 00:00:00","2023/08/30","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU","","520957602,14","520957602,14","267975933,14","267975933,14","30/12/1899 14:49:45","","","","0","632540B","AOUT","2023","MOIS D'AOUT 2023","6019","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"4143","3533","Dépenses","Dépenses","Dépenses","0","1220000","","","AOUT/2023","Un million deux cent vingt mille francs congolais","Transport aux nettoyeurs aout 2023","30/08/2023 00:00:00","2023/08/30","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU","","267975933,14","267975933,14","266755933,14","266755933,14","30/12/1899 14:53:38","","","","0","618120","AOUT","2023","MOIS D'AOUT 2023","6110","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"3742","3152","Dépenses","Dépenses","Dépenses","0","150000","","","JUILLET/2023","Cent cinquante mille francs congolais","Aide & secours Kabongo","21/07/2023 00:00:00","2023/07/21","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","73845507,12","73845507,12","73695507,12","73695507,12","30/12/1899 07:54:19","","","","0","668360","JUILLET","2023","MOIS DE JUILLET 2023","6322","Francs Congolais:  Dix-sept millions vingt  et un mille cent soixante  onze et et soixante  quatorze centime","33333","SOMMAIRE MOIS MOIS D'AOUT/2023","1"
"3743","3153","Dépenses","Dépenses","Dépenses","0","1500000","","","JUILLET/2023","Un million cinq cent mille francs congolais","Emprunt financier Bobola","21/07/2023 00:00:00","2023/07/21","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","73695507,12","73695507,12","72195507,12","72195507,12","30/12/1899 07:55:00","","","","0","659800","JUILLET","2023","MOIS DE JUILLET 2023","6323","Francs Congolais:  Dix-sept millions vingt  et un mille cent soixante  onze et et soixante  quatorze centime","33333","SOMMAIRE MOIS MOIS D'AOUT/2023","1"
"3744","3154","Dépenses","Dépenses","Dépenses","0","1635500","","","JUILLET/2023","Un million six cent trente cinq mille cinq cent cinq francs congolais","Frais médicaux Bueya","21/07/2023 00:00:00","2023/07/21","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","72195507,12","72195507,12","70560007,12","70560007,12","30/12/1899 07:55:43","","","","0","632831","JUILLET","2023","MOIS DE JUILLET 2023","6324","Francs Congolais:  Dix-sept millions vingt  et un mille cent soixante  onze et et soixante  quatorze centime","33333","SOMMAIRE MOIS MOIS D'AOUT/2023","1"
"3745","3155","Dépenses","Dépenses","Dépenses","0","100000","","","JUILLET/2023","Cent mille francs congolais","Aide & secours Ndeji","21/07/2023 00:00:00","2023/07/21","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","70560007,12","70560007,12","70460007,12","70460007,12","30/12/1899 07:56:18","","","","0","668360","JUILLET","2023","MOIS DE JUILLET 2023","6325","Francs Congolais:  Dix-sept millions vingt  et un mille cent soixante  onze et et soixante  quatorze centime","33333","SOMMAIRE MOIS MOIS D'AOUT/2023","1"
"3746","3156","Dépenses","Dépenses","Dépenses","0","10000","","","JUILLET/2023","Dix mille francs congolais","Courses de service Balenga","21/07/2023 00:00:00","2023/07/21","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","70460007,12","70460007,12","70450007,12","70450007,12","30/12/1899 07:57:11","","","","0","618120","JUILLET","2023","MOIS DE JUILLET 2023","6326","Francs Congolais:  Dix-sept millions vingt  et un mille cent soixante  onze et et soixante  quatorze centime","33333","SOMMAIRE MOIS MOIS D'AOUT/2023","1"
"3747","3157","Dépenses","Dépenses","Dépenses","0","2406897,62","","","JUILLET/2023","Deux millions quatre cent six mille huit cent quatre-vingt  dix-sept et soixante deux centime francs congolais","Pment facture régideso KV et GU juin 2023","21/07/2023 00:00:00","2023/07/21","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","70450007,12","70450007,12","68043109,5","68043109,5","30/12/1899 07:58:52","","","","0","605100","JUILLET","2023","MOIS DE JUILLET 2023","6327","Francs Congolais:  Dix-sept millions vingt  et un mille cent soixante  onze et et soixante  quatorze centime","33333","SOMMAIRE MOIS MOIS D'AOUT/2023","1"
"3748","3158","Dépenses","Dépenses","Dépenses","0","855000","","","JUILLET/2023","Huit cent cinquante cinq mille francs congolais","Mission pr agents affecté à l'entrepôt Brcongo/Maluku ","21/07/2023 00:00:00","2023/07/21","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","68043109,5","68043109,5","67188109,5","67188109,5","30/12/1899 08:01:18","","","","0","638410","JUILLET","2023","MOIS DE JUILLET 2023","6329","Francs Congolais:  Dix-sept millions vingt  et un mille cent soixante  onze et et soixante  quatorze centime","33333","SOMMAIRE MOIS MOIS D'AOUT/2023","1"
"2272","1992","Dépenses","Dépenses","Dépenses","0","1320000","","","MARS/2023","Un million trois cent vingt mille francs congolais","Achat unités de tambours pr imprimantes bureaux","14/03/2023 00:00:00","2023/03/14","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","221390359,67","221390359,67","220070359,67","220070359,67","30/12/1899 09:50:20","","","","0","604720","MARS","2023","MOIS DE  MARS 2023","1524","Francs Congolais:  Deux millions soixante  et un mille trois cent soixante huit et quatre-vingt deux centime","33333","SOMMAIRE MOIS DE MARS/2023","1"
"2273","1993","Dépenses","Dépenses","Dépenses","0","2115000","","","MARS/2023","Deux millions cent quinze mille francs congolais","Achat imprimante Laser HP multi fonction","14/03/2023 00:00:00","2023/03/14","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","220070359,67","220070359,67","217955359,67","217955359,67","30/12/1899 09:51:25","","","","0","604720","MARS","2023","MOIS DE  MARS 2023","1525","Francs Congolais:  Deux millions soixante  et un mille trois cent soixante huit et quatre-vingt deux centime","33333","SOMMAIRE MOIS DE MARS/2023","1"
"2274","1994","Dépenses","Dépenses","Dépenses","0","1579160","","","MARS/2023","Un million cinq cent soixante  dix-neuf mille cent soixante francs congolais","Achat alternateur complet, plaquette frein avant,arrière","14/03/2023 00:00:00","2023/03/14","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","217955359,67","217955359,67","216376199,67","216376199,67","30/12/1899 09:53:28","","","","0","624000","MARS","2023","MOIS DE  MARS 2023","1526","Francs Congolais:  Deux millions soixante  et un mille trois cent soixante huit et quatre-vingt deux centime","33333","SOMMAIRE MOIS DE MARS/2023","1"
"2275","1995","Dépenses","Dépenses","Dépenses","0","141000","","","MARS/2023","Cent quarante  et un mille francs congolais","Achat chambres à air","14/03/2023 00:00:00","2023/03/14","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","216376199,67","216376199,67","216235199,67","216235199,67","30/12/1899 09:54:29","","","","0","624000","MARS","2023","MOIS DE  MARS 2023","1527","Francs Congolais:  Deux millions soixante  et un mille trois cent soixante huit et quatre-vingt deux centime","33333","SOMMAIRE MOIS DE MARS/2023","1"
"2276","1996","Dépenses","Dépenses","Dépenses","0","325000","","","MARS/2023","Trois cent vingt cinq mille francs congolais","Achat registres de courriers","14/03/2023 00:00:00","2023/03/14","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","216235199,67","216235199,67","215910199,67","215910199,67","30/12/1899 09:55:24","","","","0","604710","MARS","2023","MOIS DE  MARS 2023","1528","Francs Congolais:  Deux millions soixante  et un mille trois cent soixante huit et quatre-vingt deux centime","33333","SOMMAIRE MOIS DE MARS/2023","1"
"2277","1997","Dépenses","Dépenses","Dépenses","0","1500000","","","MARS/2023","Un million cinq cent mille francs congolais","Frais d'intervention services extérieurs","14/03/2023 00:00:00","2023/03/14","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","215910199,67","215910199,67","214410199,67","214410199,67","30/12/1899 09:56:37","","","","0","659800","MARS","2023","MOIS DE  MARS 2023","1529","Francs Congolais:  Deux millions soixante  et un mille trois cent soixante huit et quatre-vingt deux centime","33333","SOMMAIRE MOIS DE MARS/2023","1"
"2278","1998","Dépenses","Dépenses","Dépenses","0","275000","","","MARS/2023","Deux cent soixante  quinze mille francs congolais","Achat batterie 95 AH pour jeep","14/03/2023 00:00:00","2023/03/14","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","214410199,67","214410199,67","214135199,67","214135199,67","30/12/1899 09:57:29","","","","0","624000","MARS","2023","MOIS DE  MARS 2023","1530","Francs Congolais:  Deux millions soixante  et un mille trois cent soixante huit et quatre-vingt deux centime","33333","SOMMAIRE MOIS DE MARS/2023","1"
"2279","1999","Dépenses","Dépenses","Dépenses","0","1900000","","","MARS/2023","Un million neuf cent mille francs congolais","collation pr le contrôle des imprimés ds les fabriques","14/03/2023 00:00:00","2023/03/14","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","214135199,67","214135199,67","212235199,67","212235199,67","30/12/1899 09:59:13","","","","0","663841","MARS","2023","MOIS DE  MARS 2023","1531","Francs Congolais:  Deux millions soixante  et un mille trois cent soixante huit et quatre-vingt deux centime","33333","SOMMAIRE MOIS DE MARS/2023","1"
"2280","2000","Dépenses","Dépenses","Dépenses","0","950000","","","MARS/2023","Neuf cent cinquante mille francs congolais","Achat courroies jeep ","14/03/2023 00:00:00","2023/03/14","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","212235199,67","212235199,67","211285199,67","211285199,67","30/12/1899 10:02:15","","","","0","624000","MARS","2023","MOIS DE  MARS 2023","1532","Francs Congolais:  Deux millions soixante  et un mille trois cent soixante huit et quatre-vingt deux centime","33333","SOMMAIRE MOIS DE MARS/2023","1"
"2281","2001","Dépenses","Dépenses","Dépenses","0","365000","","","MARS/2023","Trois cent soixante cinq mille francs congolais","Achat kit complet des croisions bus 2006","14/03/2023 00:00:00","2023/03/14","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","211285199,67","211285199,67","210920199,67","210920199,67","30/12/1899 10:04:24","","","","0","624000","MARS","2023","MOIS DE  MARS 2023","1533","Francs Congolais:  Deux millions soixante  et un mille trois cent soixante huit et quatre-vingt deux centime","33333","SOMMAIRE MOIS DE MARS/2023","1"
"2282","2002","Dépenses","Dépenses","Dépenses","0","400000","","","MARS/2023","Quatre cent mille francs congolais","Complement ration policiers de garde KV","14/03/2023 00:00:00","2023/03/14","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","210920199,67","210920199,67","210520199,67","210520199,67","30/12/1899 10:05:17","","","","0","604130","MARS","2023","MOIS DE  MARS 2023","1534","Francs Congolais:  Deux millions soixante  et un mille trois cent soixante huit et quatre-vingt deux centime","33333","SOMMAIRE MOIS DE MARS/2023","1"
"2283","2003","Dépenses","Dépenses","Dépenses","0","1475000","","","MARS/2023","Un million quatre cent soixante  quinze mille francs congolais","Achat articles en PVC","14/03/2023 00:00:00","2023/03/14","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","210520199,67","210520199,67","209045199,67","209045199,67","30/12/1899 10:06:04","","","","0","624000","MARS","2023","MOIS DE  MARS 2023","1535","Francs Congolais:  Deux millions soixante  et un mille trois cent soixante huit et quatre-vingt deux centime","33333","SOMMAIRE MOIS DE MARS/2023","1"
"2284","2004","Dépenses","Dépenses","Dépenses","0","1600000","","","MARS/2023","Un million six cent mille francs congolais","Frais désinection et dératisation des bureaux","14/03/2023 00:00:00","2023/03/14","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","209045199,67","209045199,67","207445199,67","207445199,67","30/12/1899 10:07:46","","","","0","604300","MARS","2023","MOIS DE  MARS 2023","7591","Francs Congolais:  Deux millions soixante  et un mille trois cent soixante huit et quatre-vingt deux centime","33333","SOMMAIRE MOIS DE MARS/2023","1"
"2285","2005","Dépenses","Dépenses","Dépenses","0","225000","","","MARS/2023","Deux cent vingt cinq mille francs congolais","Achat rechaud pour les policiers de garde KV","14/03/2023 00:00:00","2023/03/14","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","207445199,67","207445199,67","207220199,67","207220199,67","30/12/1899 10:10:19","","","","0","624000","MARS","2023","MOIS DE  MARS 2023","1537","Francs Congolais:  Deux millions soixante  et un mille trois cent soixante huit et quatre-vingt deux centime","33333","SOMMAIRE MOIS DE MARS/2023","1"
"3749","3159","Dépenses","Dépenses","Dépenses","0","10000","","","JUILLET/2023","Dix mille francs congolais","Courses de service Kangala","21/07/2023 00:00:00","2023/07/21","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","67188109,5","67188109,5","67178109,5","67178109,5","30/12/1899 08:09:21","","","","0","618120","JUILLET","2023","MOIS DE JUILLET 2023","6330","Francs Congolais:  Dix-sept millions vingt  et un mille cent soixante  onze et et soixante  quatorze centime","33333","SOMMAIRE MOIS MOIS D'AOUT/2023","1"
"3750","3160","Dépenses","Dépenses","Dépenses","0","25000","","","JUILLET/2023","Vingt cinq mille francs congolais","Frais de nettoyage jeep 5598","21/07/2023 00:00:00","2023/07/21","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","67178109,5","67178109,5","67153109,5","67153109,5","30/12/1899 08:10:01","","","","0","624000","JUILLET","2023","MOIS DE JUILLET 2023","6331","Francs Congolais:  Dix-sept millions vingt  et un mille cent soixante  onze et et soixante  quatorze centime","33333","SOMMAIRE MOIS MOIS D'AOUT/2023","1"
