"Num_Auto_Mvt","Num_Mvt","Mvt","MT_Chiffre_Mvt_R","MT_Chiffre_Mvt_D","MT_Lttre_Mvt","Motif_Mvt","Date_Mvt","Date_Mvt1","Code_Service","Service_Mvt","Solde_Av_Mvt","Solde_Av_Mvt1","Solde_Ap_Mvt","Solde_Ap_Mvt1","Heure_Mvt","Benef_Mvt","Code_Rubrique","Rubrique_Mvt","MODIF"
"7234","6036","Dépenses","0","2,22","Dollars américains deux  et  vingt deux  Centimes","Transport courses de service","01/11/2012 00:00:00","2012/11/01","Bur","Bureau","1031,67","1031,67","1029,45","1029,45","30/12/1899 13:08:14","Tweva","9","Transport courses de service",""
"7235","6037","Dépenses","0","7","Dollars américains sept ","Achat fourniture de bureau","01/11/2012 00:00:00","2012/11/01","Bur","Bureau","1029,45","1029,45","1022,45","1022,45","30/12/1899 13:08:47","Tweva/Carnets de reçu","91","Achat fourniture de bureau",""
"7236","6038","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Ration sécurité","01/11/2012 00:00:00","2012/11/01","Secu","Sécurité","1022,45","1022,45","1015,79","1015,79","30/12/1899 13:09:08","Chirro","53","Ration sécurité",""
"7237","6039","Dépenses","0","3,33","Dollars américains trois  et  trente trois  Centimes","Communication de service","01/11/2012 00:00:00","2012/11/01","Bur","Bureau","1015,79","1015,79","1012,46","1012,46","30/12/1899 13:09:28","Tweva","8","Communication de service",""
"7238","6040","Dépenses","0","1000","Dollars américains mille ","Achat pièce de rechange Man","01/11/2012 00:00:00","2012/11/01","Gar","Garage","1012,46","1012,46","12,46","12,46","30/12/1899 13:10:03","Père Double/Pompe","28","Achat pièce de rechange Man",""
"7239","6041","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Transport courses de service","01/11/2012 00:00:00","2012/11/01","Gar","Garage","12,46","12,46","5,8","5,8","30/12/1899 13:10:36","NSEKA","9","Transport courses de service",""
"7240","6042","Dépenses","0","5","Dollars américains cinq ","Transport courses de service","01/11/2012 00:00:00","2012/11/01","Bur","Bureau","5,8","5,8","0,8","0,8","30/12/1899 13:11:45","V MPIA","9","Transport courses de service",""
"7241","1199","Recettes","200","0","Dollars américains deux cent ","Prestation de sciage ","02/11/2012 00:00:00","2012/11/02","Sc","Sciérie","0,8","0,8","200,8","200,8","30/12/1899 13:13:05","MAMIE COLETTE","1","Prestation de sciage ",""
"7242","1200","Recettes","471","0","Dollars américains quatre centsoixante et onze ","Prestation de sciage ","02/11/2012 00:00:00","2012/11/02","Sc","Sciérie","200,8","200,8","671,8","671,8","30/12/1899 13:13:27","DINA ELANGA","1","Prestation de sciage ",""
"7243","1201","Recettes","600","0","Dollars américains six cent ","Prestation de sciage ","02/11/2012 00:00:00","2012/11/02","Sc","Sciérie","671,8","671,8","1271,8","1271,8","30/12/1899 13:13:49","GEORGINE","1","Prestation de sciage ",""
"7244","6043","Dépenses","0","30","Dollars américains  trente  ","Achat gasoil Poclain ","02/11/2012 00:00:00","2012/11/02","Sc","Sciérie","1271,8","1271,8","1241,8","1241,8","30/12/1899 13:14:32","Tweva","14","Achat gasoil Poclain ",""
"7245","6044","Dépenses","0","50","Dollars américains  cinquante  ","Prélèvement Président","02/11/2012 00:00:00","2012/11/02","Pres","Président","1241,8","1241,8","1191,8","1191,8","30/12/1899 13:15:15","Tweva/achat gasoil PRADO","45","Prélèvement Président",""
"7246","6045","Dépenses","0","10","Dollars américains dix ","Achat gasoil courses de service","02/11/2012 00:00:00","2012/11/02","Bur","Bureau","1191,8","1191,8","1181,8","1181,8","30/12/1899 13:15:50","Tweva","115","Achat gasoil courses de service",""
"7247","6046","Dépenses","0","35","Dollars américains  trente cinq ","Transport courses de service","02/11/2012 00:00:00","2012/11/02","Sc","Sciérie","1181,8","1181,8","1146,8","1146,8","30/12/1899 13:16:35","Moïse MIKANZU/Récupération Lames","9","Transport courses de service",""
"7248","6047","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Ration sécurité","02/11/2012 00:00:00","2012/11/02","Secu","Sécurité","1146,8","1146,8","1140,14","1140,14","30/12/1899 13:16:56","Shellah","53","Ration sécurité",""
"7249","6048","Dépenses","0","30","Dollars américains  trente  ","Achat gasoil Poclain ","02/11/2012 00:00:00","2012/11/02","Sc","Sciérie","1140,14","1140,14","1110,14","1110,14","30/12/1899 13:17:46","Tweva/Samedi","14","Achat gasoil Poclain ",""
"7250","6049","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Achat outils","02/11/2012 00:00:00","2012/11/02","Sc","Sciérie","1110,14","1110,14","1103,48","1103,48","30/12/1899 13:18:12","Tweva/Brosse","97","Achat outils",""
"7251","6050","Dépenses","0","5","Dollars américains cinq ","Transport courses de service","02/11/2012 00:00:00","2012/11/02","Bur","Bureau","1103,48","1103,48","1098,48","1098,48","30/12/1899 13:18:40","Tweva","9","Transport courses de service",""
"7252","6051","Dépenses","0","25","Dollars américains  vingt cinq ","Achat carbure","02/11/2012 00:00:00","2012/11/02","Sc","Sciérie","1098,48","1098,48","1073,48","1073,48","30/12/1899 13:19:05","Tweva","10","Achat carbure",""
"7253","6052","Dépenses","0","8,88","Dollars américains huit  et  quatre-vingt huit  Centimes","Achat Disque à couper","02/11/2012 00:00:00","2012/11/02","Sc","Sciérie","1073,48","1073,48","1064,6","1064,6","30/12/1899 13:19:28","Tweva","13","Achat Disque à couper",""
"7254","6053","Dépenses","0","13,32","Dollars américains treize  et  trente deux  Centimes","Achat disque à meuler","02/11/2012 00:00:00","2012/11/02","Sc","Sciérie","1064,6","1064,6","1051,28","1051,28","30/12/1899 13:19:49","Tweva","181","Achat disque à meuler",""
"7255","6054","Dépenses","0","59,8","Dollars américains  cinquante neuf  et  quatre-vingt   Centimes","Prélèvement Président","02/11/2012 00:00:00","2012/11/02","Pres","Président","1051,28","1051,28","991,48","991,48","30/12/1899 13:21:18","Hugo/Climatiseur Président","45","Prélèvement Président",""
"7256","6055","Dépenses","0","20","Dollars américains  vingt  ","Achat gasoil courses de service","02/11/2012 00:00:00","2012/11/02","Bur","Bureau","991,48","991,48","971,48","971,48","30/12/1899 13:21:50","Tweva","115","Achat gasoil courses de service",""
"7257","6056","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Travaux soufflage scierie","02/11/2012 00:00:00","2012/11/02","Sc","Sciérie","971,48","971,48","964,82","964,82","30/12/1899 13:22:27","Shellah","52","Travaux soufflage scierie",""
"7258","6057","Dépenses","0","300","Dollars américains trois cent ","Salaire","02/11/2012 00:00:00","2012/11/02","Pers","Personnel","964,82","964,82","664,82","664,82","30/12/1899 13:22:54","Tweva","55","Salaire",""
"7259","6058","Dépenses","0","200","Dollars américains deux cent ","Amortissement","02/11/2012 00:00:00","2012/11/02","AF","Afriland Amortissement","664,82","664,82","464,82","464,82","30/12/1899 13:23:14","Tweva","AMRT","Amortissement",""
"7260","6059","Dépenses","0","300","Dollars américains trois cent ","Versement BIAC","02/11/2012 00:00:00","2012/11/02","Biac","BIAC SBB","464,82","464,82","164,82","164,82","30/12/1899 13:23:37","Tweva","56","Versement BIAC",""
"7261","6060","Dépenses","0","150","Dollars américains  cent  cinquante  ","Versement BCDC","02/11/2012 00:00:00","2012/11/02","Bc","BCDC LBKK","164,82","164,82","14,82","14,82","30/12/1899 13:24:00","Tweva","230","Versement BCDC",""
"7262","1202","Recettes","326","0","Dollars américains trois cent vingt six ","Prestation de sciage ","03/11/2012 00:00:00","2012/11/03","Sc","Sciérie","14,82","14,82","340,82","340,82","30/12/1899 13:25:10","NYAMA ZOMI","1","Prestation de sciage ",""
"7263","6061","Dépenses","0","30","Dollars américains  trente  ","Achat gasoil Poclain ","03/11/2012 00:00:00","2012/11/03","Sc","Sciérie","340,82","340,82","310,82","310,82","30/12/1899 13:40:46","Tweva","14","Achat gasoil Poclain ",""
"7264","6062","Dépenses","0","45","Dollars américains  quarante cinq ","Achat pièces de rechange scierie","03/11/2012 00:00:00","2012/11/03","Sc","Sciérie","310,82","310,82","265,82","265,82","30/12/1899 13:42:27","Moïse MIKANZU/Etat de besoin","185","Achat pièces de rechange scierie",""
"7265","6063","Dépenses","0","20","Dollars américains  vingt  ","Achat pièce de rechange poclain","03/11/2012 00:00:00","2012/11/03","Gar","Garage","265,82","265,82","245,82","245,82","30/12/1899 13:44:48","DEGAMA/Flexible","37","Achat pièce de rechange poclain",""
"7266","6064","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Ration sécurité","03/11/2012 00:00:00","2012/11/03","Secu","Sécurité","245,82","245,82","239,16","239,16","30/12/1899 13:45:17","Shellah","53","Ration sécurité",""
"7267","6065","Dépenses","0","50","Dollars américains  cinquante  ","Achat pièces de rechange scierie","03/11/2012 00:00:00","2012/11/03","Sc","Sciérie","239,16","239,16","189,16","189,16","30/12/1899 13:45:58","Moïse MIKANZU/Marteau plannage","185","Achat pièces de rechange scierie",""
"7268","6066","Dépenses","0","3,33","Dollars américains trois  et  trente trois  Centimes","Travaux soufflage scierie","03/11/2012 00:00:00","2012/11/03","Secu","Sécurité","189,16","189,16","185,83","185,83","30/12/1899 13:46:41","Shellah","52","Travaux soufflage scierie",""
"7269","6067","Dépenses","0","60","Dollars américains  soixante  ","Heures supplémentaires","03/11/2012 00:00:00","2012/11/03","Sc","Sciérie","185,83","185,83","125,83","125,83","30/12/1899 13:47:14","Moïse MIKANZU/NYAMA ZOMI","65","Heures supplémentaires",""
"7270","6068","Dépenses","0","20","Dollars américains  vingt  ","Achat gasoil courses de service","03/11/2012 00:00:00","2012/11/03","Bur","Bureau","125,83","125,83","105,83","105,83","30/12/1899 13:47:55","Tweva","115","Achat gasoil courses de service",""
"7271","6069","Dépenses","0","105","Dollars américains  cent cinq ","Salaire","03/11/2012 00:00:00","2012/11/03","Pers","Personnel","105,83","105,83","0,829999999999998","0,829999999999998","30/12/1899 13:48:53","Tweva","55","Salaire",""
"7272","1203","Recettes","150","0","Dollars américains  cent  cinquante  ","Prestation de sciage ","05/11/2012 00:00:00","2012/11/05","Sc","Sciérie","0","0","150,83","150,83","30/12/1899 11:24:39","Louise Matsuela","1","Prestation de sciage ",""
"7273","1204","Recettes","51","0","Dollars américains  cinquante un ","Emprunt Changeur","05/11/2012 00:00:00","2012/11/05","Dem","Divers Emprunts","150,83","150,83","201,83","201,83","30/12/1899 11:25:22","Tweva","102","Emprunt Changeur",""
"7274","6070","Dépenses","0","30","Dollars américains  trente  ","Achat gasoil Poclain ","05/11/2012 00:00:00","2012/11/05","Sc","Sciérie","201,83","201,83","171,83","171,83","30/12/1899 11:34:52","Tweva","14","Achat gasoil Poclain ",""
"7275","6071","Dépenses","0","20","Dollars américains  vingt  ","Heures supplémentaires","05/11/2012 00:00:00","2012/11/05","Sc","Sciérie","171,83","171,83","151,83","151,83","30/12/1899 11:36:10","Moïse MIKANZU/Dimanche","65","Heures supplémentaires",""
"7276","6072","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Ration sécurité","05/11/2012 00:00:00","2012/11/05","Secu","Sécurité","151,83","151,83","145,17","145,17","30/12/1899 11:36:39","Chirro/Dimanche","53","Ration sécurité",""
"7277","6073","Dépenses","0","10","Dollars américains dix ","Transport agents","05/11/2012 00:00:00","2012/11/05","Bur","Bureau","145,17","145,17","135,17","135,17","30/12/1899 11:37:10","Tweva","135","Transport agents",""
"7278","6074","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Soins médicaux et funéraires","05/11/2012 00:00:00","2012/11/05","Pres","Président","135,17","135,17","128,51","128,51","30/12/1899 11:38:01","Tweva/MUSAMBU","69","Soins médicaux et funéraires",""
"7279","6075","Dépenses","0","1,88","Dollars américains un  et  quatre-vingt huit  Centimes","Achat pièces de rechange scierie","05/11/2012 00:00:00","2012/11/05","Sc","Sciérie","128,51","128,51","126,63","126,63","30/12/1899 11:39:28","Moïse MIKANZU","185","Achat pièces de rechange scierie",""
"7280","6076","Dépenses","0","30","Dollars américains  trente  ","Achat gasoil Poclain ","05/11/2012 00:00:00","2012/11/05","Sc","Sciérie","126,63","126,63","96,63","96,63","30/12/1899 11:40:05","Tweva/ajout","14","Achat gasoil Poclain ",""
"7281","6077","Dépenses","0","10","Dollars américains dix ","Achat pièces de rechange scierie","05/11/2012 00:00:00","2012/11/05","Sc","Sciérie","96,63","96,63","86,63","86,63","30/12/1899 11:41:21","Moïse MIKANZU/Serre Câble","185","Achat pièces de rechange scierie",""
"7282","6078","Dépenses","0","50","Dollars américains  cinquante  ","Prélèvement Président","05/11/2012 00:00:00","2012/11/05","Pres","Président","86,63","86,63","36,63","36,63","30/12/1899 11:44:30","Tweva/Mere Frida","45","Prélèvement Président",""
"7283","6079","Dépenses","0","30","Dollars américains  trente  ","Acompte sur salaire","05/11/2012 00:00:00","2012/11/05","Pers","Personnel","36,63","36,63","6,63","6,63","30/12/1899 11:45:15","Jean Pierre Kimpioka","129","Acompte sur salaire",""
"7284","6080","Dépenses","0","6,63","Dollars américains six  et  soixante trois  Centimes","Ration sécurité","05/11/2012 00:00:00","2012/11/05","Secu","Sécurité","6,63","6,63","0","0","30/12/1899 11:47:43","Chirro","53","Ration sécurité",""
"7285","1205","Recettes","500","0","Dollars américains cinq cent ","Prestation de sciage ","06/11/2012 00:00:00","2012/11/06","Sc","Sciérie","0","0","500","500","30/12/1899 14:41:59","OMBATA","1","Prestation de sciage ",""
"7286","1206","Recettes","25","0","Dollars américains  vingt cinq ","Prestation de sciage ","06/11/2012 00:00:00","2012/11/06","Sc","Sciérie","500","500","525","525","30/12/1899 14:42:35","FIFI","1","Prestation de sciage ",""
"7287","1207","Recettes","190","0","Dollars américains  cent  quatre-vingt-dix  ","Emprunt Changeur","06/11/2012 00:00:00","2012/11/06","Dem","Divers Emprunts","525","525","715","715","30/12/1899 14:44:01","TWEVA","102","Emprunt Changeur",""
"7288","6081","Dépenses","0","10","Dollars américains dix ","Achat SAE 40 950","06/11/2012 00:00:00","2012/11/06","Gar","Garage","715","715","705","705","30/12/1899 14:44:34","Tweva","168","Achat SAE 40 950",""
"7289","6082","Dépenses","0","60","Dollars américains  soixante  ","Heures supplémentaires","06/11/2012 00:00:00","2012/11/06","Sc","Sciérie","705","705","645","645","30/12/1899 14:45:25","Moïse MIKANZU","65","Heures supplémentaires",""
"7290","6083","Dépenses","0","20","Dollars américains  vingt  ","Heures supplémentaires","06/11/2012 00:00:00","2012/11/06","Sc","Sciérie","645","645","625","625","30/12/1899 14:46:06","Moïse MIKANZU/Lundi 29","65","Heures supplémentaires",""
"7291","6084","Dépenses","0","40","Dollars américains  quarante  ","Achat gasoil courses de service","06/11/2012 00:00:00","2012/11/06","Bur","Bureau","625","625","585","585","30/12/1899 14:46:48","Tweva/27 et 29","115","Achat gasoil courses de service",""
"7292","6085","Dépenses","0","60","Dollars américains  soixante  ","Achat gasoil Poclain ","06/11/2012 00:00:00","2012/11/06","Sc","Sciérie","585","585","525","525","30/12/1899 14:47:21","Tweva","14","Achat gasoil Poclain ",""
"7293","6086","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Réparatin pneu Mercedes","06/11/2012 00:00:00","2012/11/06","Gar","Garage","525","525","518,34","518,34","30/12/1899 14:47:57","Tweva","48","Réparatin pneu Mercedes",""
"7294","6087","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Paiament Journaux","06/11/2012 00:00:00","2012/11/06","Pres","Président","518,34","518,34","511,68","511,68","30/12/1899 14:48:22","Tweva","176","Paiament Journaux",""
"7295","6088","Dépenses","0","5,55","Dollars américains cinq  et  cinquante cinq  Centimes","Transport courses de service","06/11/2012 00:00:00","2012/11/06","Sc","Sciérie","511,68","511,68","506,13","506,13","30/12/1899 14:48:57","Tweva/Taxi câble ","9","Transport courses de service",""
"7296","6089","Dépenses","0","30","Dollars américains  trente  ","Achat gasoil Poclain ","06/11/2012 00:00:00","2012/11/06","Sc","Sciérie","506,13","506,13","476,13","476,13","30/12/1899 14:49:27","Tweva","14","Achat gasoil Poclain ",""
"7297","6090","Dépenses","0","5,55","Dollars américains cinq  et  cinquante cinq  Centimes","Achat pièces de rechange scierie","06/11/2012 00:00:00","2012/11/06","Sc","Sciérie","476,13","476,13","470,58","470,58","30/12/1899 14:49:59","Tweva/Ressort à boudin","185","Achat pièces de rechange scierie",""
"7298","6091","Dépenses","0","27","Dollars américains  vingt sept ","Achat baguette castolines","06/11/2012 00:00:00","2012/11/06","Sc","Sciérie","470,58","470,58","443,58","443,58","30/12/1899 14:50:53","LOBOKO/Pour roulette déligneuse","11","Achat baguette castolines",""
"7299","6092","Dépenses","0","16","Dollars américains seize ","Prime","06/11/2012 00:00:00","2012/11/06","Pers","Personnel","443,58","443,58","427,58","427,58","30/12/1899 14:51:23","MAVAKALA","99","Prime",""
"7300","6093","Dépenses","0","330","Dollars américains trois cent trente  ","Achat pièces de rechange scierie","06/11/2012 00:00:00","2012/11/06","Sc","Sciérie","427,58","427,58","97,58","97,58","30/12/1899 14:52:57","Jean MAKABI/Câble metallique","185","Achat pièces de rechange scierie",""
"7301","6094","Dépenses","0","10","Dollars américains dix ","Transport courses de service","06/11/2012 00:00:00","2012/11/06","Bur","Bureau","97,58","97,58","87,58","87,58","30/12/1899 14:53:31","Vieux MPIA/Recouvrement","9","Transport courses de service",""
"7302","6095","Dépenses","0","4,44","Dollars américains quatre  et  quarante quatre  Centimes","Achat Disque à couper","06/11/2012 00:00:00","2012/11/06","Sc","Sciérie","87,58","87,58","83,14","83,14","30/12/1899 14:54:15","Tweva","13","Achat Disque à couper",""
"7303","6096","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Achat disque à meuler","06/11/2012 00:00:00","2012/11/06","Sc","Sciérie","83,14","83,14","76,48","76,48","30/12/1899 14:54:45","Tweva","181","Achat disque à meuler",""
"7304","6097","Dépenses","0","20","Dollars américains  vingt  ","Transport courses de service","06/11/2012 00:00:00","2012/11/06","Bur","Bureau","76,48","76,48","56,48","56,48","30/12/1899 14:55:21","Tweva","9","Transport courses de service",""
"7305","6098","Dépenses","0","3,33","Dollars américains trois  et  trente trois  Centimes","Achat baguette castolines","06/11/2012 00:00:00","2012/11/06","Sc","Sciérie","56,48","56,48","53,15","53,15","30/12/1899 14:55:47","Tweva/Patrick","11","Achat baguette castolines",""
"7306","6099","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Ration sécurité","06/11/2012 00:00:00","2012/11/06","Secu","Sécurité","53,15","53,15","46,49","46,49","30/12/1899 14:56:16","Shellah","53","Ration sécurité",""
"7307","6100","Dépenses","0","5","Dollars américains cinq ","Transport courses de service","06/11/2012 00:00:00","2012/11/06","Oc","Unités Fluviales","46,49","46,49","41,49","41,49","30/12/1899 14:57:27","Tweva/OCC","9","Transport courses de service",""
"7308","6101","Dépenses","0","3,33","Dollars américains trois  et  trente trois  Centimes","Travaux soufflage scierie","06/11/2012 00:00:00","2012/11/06","Sc","Sciérie","41,49","41,49","38,16","38,16","30/12/1899 14:57:57","Shellah","52","Travaux soufflage scierie",""
"7309","1208","Recettes","1191","0","Dollars américains mille  cent quatre vingt onze ","Prestation de sciage ","07/11/2012 00:00:00","2012/11/07","Sc","Sciérie","38,16","38,16","1229,16","1229,16","30/12/1899 17:55:31","ROBERT LADY","1","Prestation de sciage ",""
"7310","1209","Recettes","250","0","Dollars américains deux cent cinquante  ","Prestation de sciage ","07/11/2012 00:00:00","2012/11/07","Sc","Sciérie","1229,16","1229,16","1479,16","1479,16","30/12/1899 17:55:51","Thoto","1","Prestation de sciage ",""
"7311","1210","Recettes","500","0","Dollars américains cinq cent ","Electricité 13ème","07/11/2012 00:00:00","2012/11/07","Elec","Electricité","1479,16","1479,16","1979,16","1979,16","30/12/1899 17:56:13","Youssouf","101","Electricité 13ème",""
"7312","1211","Recettes","350","0","Dollars américains trois cent cinquante  ","Prestation de sciage ","07/11/2012 00:00:00","2012/11/07","Sc","Sciérie","1979,16","1979,16","2329,16","2329,16","30/12/1899 17:56:33","Lydie","1","Prestation de sciage ",""
"7313","6102","Dépenses","0","120","Dollars américains  cent  vingt  ","Heures supplémentaires","07/11/2012 00:00:00","2012/11/07","Sc","Sciérie","2329,16","2329,16","2209,16","2209,16","30/12/1899 17:57:44","Tweva/Robert et Louise Mat","65","Heures supplémentaires",""
"7314","6103","Dépenses","0","60","Dollars américains  soixante  ","Achat gasoil Poclain ","07/11/2012 00:00:00","2012/11/07","Sc","Sciérie","2209,16","2209,16","2149,16","2149,16","30/12/1899 17:58:02","Tweva","14","Achat gasoil Poclain ",""
"7315","6104","Dépenses","0","500","Dollars américains cinq cent ","Electricité/SNEL","07/11/2012 00:00:00","2012/11/07","Elec","Electricité","2149,16","2149,16","1649,16","1649,16","30/12/1899 17:58:24","BIGAS","41","Electricité/SNEL",""
"7316","6105","Dépenses","0","250","Dollars américains deux cent cinquante  ","Prélèvement Président","07/11/2012 00:00:00","2012/11/07","Pres","Président","1649,16","1649,16","1399,16","1399,16","30/12/1899 17:59:09","Bombe/Provision Container M FRIDA","45","Prélèvement Président",""
"7317","6106","Dépenses","0","190","Dollars américains  cent  quatre-vingt-dix  ","Divers remboursement ","07/11/2012 00:00:00","2012/11/07","Rm","Divers Remboursements","1399,16","1399,16","1209,16","1209,16","30/12/1899 17:59:32","Tweva","43","Divers remboursement ",""
"7318","6107","Dépenses","0","25","Dollars américains  vingt cinq ","Achat Gasoil Mitsubishi","07/11/2012 00:00:00","2012/11/07","Pres","Président","1209,16","1209,16","1184,16","1184,16","30/12/1899 18:00:51","Willy BKK et réparation pneu L200","25","Achat Gasoil Mitsubishi",""
"7319","6108","Dépenses","0","5","Dollars américains cinq ","Transport courses de service","07/11/2012 00:00:00","2012/11/07","Pres","Président","1184,16","1184,16","1179,16","1179,16","30/12/1899 18:01:10","Willy BKK","9","Transport courses de service",""
"7320","6109","Dépenses","0","2,88","Dollars américains deux  et  quatre-vingt huit  Centimes","Transport courses de service","07/11/2012 00:00:00","2012/11/07","Bur","Bureau","1179,16","1179,16","1176,28","1176,28","30/12/1899 18:01:36","Tweva","9","Transport courses de service",""
"7321","6110","Dépenses","0","4,44","Dollars américains quatre  et  quarante quatre  Centimes","Transport courses de service","07/11/2012 00:00:00","2012/11/07","Bur","Bureau","1176,28","1176,28","1171,84","1171,84","30/12/1899 18:02:10","Papa Leki","9","Transport courses de service",""
"7322","6111","Dépenses","0","3,33","Dollars américains trois  et  trente trois  Centimes","Transport courses de service","07/11/2012 00:00:00","2012/11/07","Bur","Bureau","1171,84","1171,84","1168,51","1168,51","30/12/1899 18:02:51","Moïse MIKANZU","9","Transport courses de service",""
"7323","6112","Dépenses","0","10","Dollars américains dix ","Achat pièces de rechange scierie","07/11/2012 00:00:00","2012/11/07","Sc","Sciérie","1168,51","1168,51","1158,51","1158,51","30/12/1899 18:03:19","Magloire/Vis noyé","185","Achat pièces de rechange scierie",""
"7324","6113","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Ration sécurité","07/11/2012 00:00:00","2012/11/07","Secu","Sécurité","1158,51","1158,51","1151,85","1151,85","30/12/1899 18:03:44","Shellah","53","Ration sécurité",""
"7325","6114","Dépenses","0","20","Dollars américains  vingt  ","Achat gasoil courses de service","07/11/2012 00:00:00","2012/11/07","Bur","Bureau","1151,85","1151,85","1131,85","1131,85","30/12/1899 18:05:47","Tweva","115","Achat gasoil courses de service",""
"7326","6115","Dépenses","0","70","Dollars américains  soixante-dix  ","Achat pièce de rechange poclain","07/11/2012 00:00:00","2012/11/07","Gar","Garage","1131,85","1131,85","1061,85","1061,85","30/12/1899 18:06:55","DEGAMA/Pompe alimentation","37","Achat pièce de rechange poclain",""
"7327","1212","Recettes","50","0","Dollars américains  cinquante  ","Location Engin Lourds","07/11/2012 00:00:00","2012/11/07","Gar","Garage","1061,85","1061,85","1111,85","1111,85","30/12/1899 18:07:48","TISSAKIN","3","Location Engin Lourds",""
"7328","6116","Dépenses","0","5","Dollars américains cinq ","Achat carbure","07/11/2012 00:00:00","2012/11/07","Sc","Sciérie","1111,85","1111,85","1106,85","1106,85","30/12/1899 18:18:59","Tweva","10","Achat carbure",""
"7329","6117","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Transport courses de service","07/11/2012 00:00:00","2012/11/07","Gar","Garage","1106,85","1106,85","1100,19","1100,19","30/12/1899 18:19:38","NSEKA/Bandal ","9","Transport courses de service",""
"7330","6118","Dépenses","0","250","Dollars américains deux cent cinquante  ","Salaire","07/11/2012 00:00:00","2012/11/07","Pers","Personnel","1100,19","1100,19","850,19","850,19","30/12/1899 18:23:10","Tweva","55","Salaire",""
"7331","6119","Dépenses","0","500","Dollars américains cinq cent ","Versement BIAC","07/11/2012 00:00:00","2012/11/07","Biac","BIAC SBB","850,19","850,19","350,19","350,19","30/12/1899 18:23:44","Tweva","56","Versement BIAC",""
"7332","6120","Dépenses","0","200","Dollars américains deux cent ","Amortissement","07/11/2012 00:00:00","2012/11/07","AF","Afriland Amortissement","350,19","350,19","150,19","150,19","30/12/1899 18:24:11","Tweva","AMRT","Amortissement",""
"7333","6121","Dépenses","0","150","Dollars américains  cent  cinquante  ","Versement BCDC","07/11/2012 00:00:00","2012/11/07","Bc","BCDC LBKK","150,19","150,19","0,189999999999998","0,189999999999998","30/12/1899 18:24:47","Tweva","230","Versement BCDC",""
"7334","1213","Recettes","500","0","Dollars américains cinq cent ","Prestation de sciage ","09/11/2012 00:00:00","2012/11/09","Sc","Sciérie","0,189999999999998","0,189999999999998","500,19","500,19","30/12/1899 13:45:47","ELYSEE","1","Prestation de sciage ",""
"7335","1214","Recettes","700","0","Dollars américains sept cent ","Prestation de sciage ","08/11/2012 00:00:00","2012/11/08","Sc","Sciérie","500,19","500,19","1200,19","1200,19","30/12/1899 13:47:37","JEAN KANO","1","Prestation de sciage ",""
"7336","1215","Recettes","60","0","Dollars américains  soixante  ","Loyer 13ème rue","08/11/2012 00:00:00","2012/11/08","Lo","Loyer","1200,19","1200,19","1260,19","1260,19","30/12/1899 13:48:18","RICHARD","6","Loyer 13ème rue",""
"7337","1216","Recettes","300","0","Dollars américains trois cent ","Prestation de sciage ","08/11/2012 00:00:00","2012/11/08","Sc","Sciérie","1260,19","1260,19","1560,19","1560,19","30/12/1899 13:48:41","Pitshou","1","Prestation de sciage ",""
"7338","6122","Dépenses","0","30","Dollars américains  trente  ","Achat gasoil Poclain ","08/11/2012 00:00:00","2012/11/08","Sc","Sciérie","1560,19","1560,19","1530,19","1530,19","30/12/1899 13:50:50","Tweva","14","Achat gasoil Poclain ",""
"7339","6123","Dépenses","0","30","Dollars américains  trente  ","Acompte sur salaire","08/11/2012 00:00:00","2012/11/08","Pers","Personnel","1530,19","1530,19","1500,19","1500,19","30/12/1899 13:51:10","MUNGYAMINA","129","Acompte sur salaire",""
"7340","6124","Dépenses","0","3,33","Dollars américains trois  et  trente trois  Centimes","Travaux soufflage scierie","08/11/2012 00:00:00","2012/11/08","Sc","Sciérie","1500,19","1500,19","1496,86","1496,86","30/12/1899 13:51:38","Shellah","52","Travaux soufflage scierie",""
"7341","6125","Dépenses","0","3,33","Dollars américains trois  et  trente trois  Centimes","Achat baguette en fonte","08/11/2012 00:00:00","2012/11/08","Sc","Sciérie","1496,86","1496,86","1493,53","1493,53","30/12/1899 13:52:10","Tweva/pour affutage","143","Achat baguette en fonte",""
"7342","6126","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Ration sécurité","08/11/2012 00:00:00","2012/11/08","Secu","Sécurité","1493,53","1493,53","1486,87","1486,87","30/12/1899 13:52:34","Chirro","53","Ration sécurité",""
