"Num_Auto_Bc","Num_BS_Caisse","Motif_Bs","MT_Chiffre_BS","MT_Lttre_BS","Date_Sortie","Date_Sortie1","Code_Service","Heure_s","Benef","Code_Rubrique","COD","SUPPRIM","NBEO"
"6621","6602","Frais de remplacement pneus jeep","30000","Trente mille francs congolais","16/07/2024 00:00:00","2024/07/16","","30/12/1899 11:18:31","","","","NON","2889"
"6622","6603","Manutention l'argent destinée au fonctionnement","10000","Dix mille francs congolais","16/07/2024 00:00:00","2024/07/16","","30/12/1899 11:19:26","","","","NON","2890"
"6623","6604","Frais d'intervention bancaire,retrait fonds","60000","Soixante mille francs congolais","16/07/2024 00:00:00","2024/07/16","","30/12/1899 11:21:41","","","","NON","2891"
"6624","6605","Achat mat.informatiques (solde)","6162500","Six millions cent soixante deux mille cinq cent deux francs congolais","16/07/2024 00:00:00","2024/07/16","","30/12/1899 11:22:34","","","","NON","2892"
"6625","6606","Achat pces de rechanges jeep 8608","1966000","Un million neuf cent soixante six mille francs congolais","16/07/2024 00:00:00","2024/07/16","","30/12/1899 11:23:11","","","","NON","2893"
"6626","6607","Frais médicaux Mbelu","567350","Cinq cent soixante sept mille trois cent cinquante francs congolais","16/07/2024 00:00:00","2024/07/16","","30/12/1899 11:23:54","","","","NON","2894"
"6627","6608","Achat prod. pharm. Ntumba","204500","Deux cent quatre mille cinq cent francs congolais","16/07/2024 00:00:00","2024/07/16","","30/12/1899 11:24:45","","","","NON","2895"
"6628","6609","Achat prod pharm Kiatubaka","220000","Deux cent vingt mille francs congolais","16/07/2024 00:00:00","2024/07/16","","30/12/1899 11:25:24","","","","NON","2896"
"6629","6610","Provision à justifié urgence médicale Kanu","400000","Quatre cent mille francs congolais","16/07/2024 00:00:00","2024/07/16","","30/12/1899 11:26:22","","","","NON","2897"
"6630","6611","Achat prod pharmaceutiques Kapinga","188150","Cent quatre-vingt huit mille cent cinquante francs congolais","16/07/2024 00:00:00","2024/07/16","","30/12/1899 11:27:09","","","","NON","2898"
"6631","6612","Frais de fonctionnement TCPK","2500000","Deux millions cinq cent mille francs congolais","16/07/2024 00:00:00","2024/07/16","","30/12/1899 11:27:53","","","","NON","2899"
"6632","6613","Frais déplacement et vacation à l'IAJC","2350000","Deux millions trois cent cinquante mille francs congolais","16/07/2024 00:00:00","2024/07/16","","30/12/1899 11:28:56","","","","NON","2900"
"6633","6614","Remplacement pneus jeep","12000","Douze mille francs congolais","17/07/2024 00:00:00","2024/07/17","","30/12/1899 10:23:55","","","","NON","563412"
"6634","6615","Prod rapport d'act Mai 2024","376000","Trois cent soixante  seize mille francs congolais","17/07/2024 00:00:00","2024/07/17","","30/12/1899 10:34:53","","","","NON","563413"
"6635","6616","Collat aux cadres et agents pr la prep réunion du comité/Acpte","3007500","Trois millions sept mille cinq cent francs congolais","17/07/2024 00:00:00","2024/07/17","","30/12/1899 10:45:04","","","","NON","6414"
"6636","6617","Comm de sce secrét DP","230000","Deux cent trente mille francs congolais","13/08/2024 00:00:00","2024/08/13","","30/12/1899 11:12:42","","","","OUI","63416"
"6659","6640","Frais méd et achat prod pharm Tshimba","663750","Six cent soixante trois mille sept cent cinquante francs congolais","17/07/2024 00:00:00","2024/07/17","","30/12/1899 08:33:02","","","","NON","3438"
"6660","6641","Frais funéraire Beluku","1026000","Un million vingt six mille francs congolais","17/07/2024 00:00:00","2024/07/17","","30/12/1899 08:35:26","","","","NON","3439"
"6661","6642","Achat prod pharm Makitu","77000","Soixante  dix-sept mille francs congolais","17/07/2024 00:00:00","2024/07/17","","30/12/1899 08:37:20","","","","NON","3440"
"6662","6643","Frais méd et achat prod pharm MUJINGA","878180","Huit cent soixante  dix-huit mille cent quatre-vingt francs congolais","14/08/2024 00:00:00","2024/08/14","","30/12/1899 09:49:52","","","","OUI","3441"
"6663","6644","Frais méd et achat produit pharm MUJINGA","878180","Huit cent soixante  dix-huit mille cent quatre-vingt francs congolais","17/07/2024 00:00:00","2024/07/17","","30/12/1899 09:55:06","","","","NON","3441"
"6664","6645","Frais médicaux FUNGU","479000","Quatre cent soixante  dix-neuf mille francs congolais","17/07/2024 00:00:00","2024/07/17","","30/12/1899 09:57:05","","","","NON","3442"
"6665","6646","Collation au comité de suivi F/S Juillet 2024","3700000","Trois millions sept cent mille francs congolais","17/07/2024 00:00:00","2024/07/17","","30/12/1899 10:00:20","","","","NON","3443"
"6666","6647","Garantie locative Kilita Molopay","2000000","Deux millions de francs congolais","17/07/2024 00:00:00","2024/07/17","","30/12/1899 10:02:53","","","","NON","3444"
"6667","6648","Appro frigos bureau Juillet 2024","1260000","Un million deux cent soixante mille francs congolais","17/07/2024 00:00:00","2024/07/17","","30/12/1899 10:05:05","","","","NON","3445"
"6668","6649","Réparation pneu et achat chamre à air jeep","48000","Quarante huit mille francs congolais","17/07/2024 00:00:00","2024/07/17","","30/12/1899 10:11:57","","","","NON","3446"
"6669","6650","Nettoyage 02 bus","120000","Cent vingt mille francs congolais","17/07/2024 00:00:00","2024/07/17","","30/12/1899 10:14:15","","","","NON","3447"
"6670","6651","Comm de sce à l'IRHEL Juillet 2024","200000","Deux cent mille francs congolais","17/07/2024 00:00:00","2024/07/17","","30/12/1899 10:16:52","","","","NON","3448"
"6671","6652","Mission N°034/24 (Acompte)","3144375","Trois millions cent quarante quatre mille trois cent soixante  quinze francs congolais","17/07/2024 00:00:00","2024/07/17","","30/12/1899 10:23:29","","","","NON","3449"
"6672","6653","Achat produits pharm Eluba","1096200","Un million quatre-vingt  seize mille deux cent francs congolais","17/07/2024 00:00:00","2024/07/17","","30/12/1899 10:26:50","","","","NON","3450"
"6673","6654","Frais de manutention de fonds","15000","Quinze mille francs congolais","18/07/2024 00:00:00","2024/07/18","","30/12/1899 10:33:27","","","","NON","562901"
"6674","6655","Achat fournitures de bureaux","7000000","Sept millions de francs congolais","18/07/2024 00:00:00","2024/07/18","","30/12/1899 10:35:37","","","","NON","2902"
"6675","6656","Mission N°052/24 (Nyemabo et Ngalula)","344000","Trois cent quarante quatre mille francs congolais","18/07/2024 00:00:00","2024/07/18","","30/12/1899 10:46:29","","","","NON","2903"
"6676","6657","Mission N°043/24 Ngalula,Bamba","344000","Trois cent quarante quatre mille francs congolais","18/07/2024 00:00:00","2024/07/18","","30/12/1899 11:07:51","","","","NON","2904"
"6677","6658","Pret remboursable Schaotange","2000000","Deux millions de francs congolais","18/07/2024 00:00:00","2024/07/18","","30/12/1899 11:17:25","","","","NON","2905"
"6678","6659","Frais médicaux Kryger Tussi","547200","Cinq cent quarante sept mille deux cent sept francs congolais","18/07/2024 00:00:00","2024/07/18","","30/12/1899 11:19:35","","","","NON","2906"
"6679","6660","Solde frais pr soins méd et achat prod pharm Kapinga","1748832","Un million sept cent quarante huit mille huit cent trente deux francs congolais","18/07/2024 00:00:00","2024/07/18","","30/12/1899 11:22:39","","","","NON","2907"
"6680","6661","Frais médicaux Bambi","228000","Deux cent vingt huit mille francs congolais","18/07/2024 00:00:00","2024/07/18","","30/12/1899 11:26:59","","","","NON","2908"
"6681","6662","Frais méd ILUNGA","1000000","Un million de francs congolais","18/07/2024 00:00:00","2024/07/18","","30/12/1899 11:28:15","","","","NON","2909"
"6682","6663","Achat prod pharm CIBOLA","100000","Cent mille francs congolais","18/07/2024 00:00:00","2024/07/18","","30/12/1899 11:29:49","","","","NON","2910"
"6683","6664","Achat 03 chaises bureau comptable,Sec SDAF,TCPK","1888000","Un million huit cent quatre-vingt huit mille francs congolais","18/07/2024 00:00:00","2024/07/18","","30/12/1899 11:35:21","","","","NON","2911"
"6684","6665","Prêt remboursable Schaotange","800000","Huit cent mille francs congolais","18/07/2024 00:00:00","2024/07/18","","30/12/1899 11:39:53","","","","NON","2912"
"6685","6666","Frais de nettoyage jeep 5598","25000","Vingt cinq mille francs congolais","18/07/2024 00:00:00","2024/07/18","","30/12/1899 11:42:22","","","","NON","2913"
"6686","6667","Communication S/D 01-12/07/2024","3500000","Trois millions cinq cent mille francs congolais","18/07/2024 00:00:00","2024/07/18","","30/12/1899 11:44:26","","","","NON","2914"
"6687","6668","Reliure notes de services et arretés","84000","Quatre-vingt quatre mille francs congolais","19/07/2024 00:00:00","2024/07/19","","30/12/1899 11:46:21","","","","NON","2915"
"6688","6669","Course de service IRT 15-19/07/2024","2292000","Deux millions deux cent quatre-vingt  douze mille francs congolais","19/07/2024 00:00:00","2024/07/19","","30/12/1899 11:50:57","","","","NON","2917"
"6689","6670","Collation hebdo aux policiers 15-19/07/2024","250000","Deux cent cinquante mille francs congolais","19/07/2024 00:00:00","2024/07/19","","30/12/1899 11:52:46","","","","NON","2918"
"6690","6671","Frais de trans pr raison de sce ISTAT","556000","Cinq cent cinquante six mille francs congolais","19/07/2024 00:00:00","2024/07/19","","30/12/1899 11:55:08","","","","NON","2919"
"6691","6672","Achat consom informatiques","1276020","Un million deux cent soixante  seize mille vingt francs congolais","19/07/2024 00:00:00","2024/07/19","","30/12/1899 11:57:12","","","","NON","2920"
"6692","6673","Frais de trans pr raison de sce 15-19/07/2024","100000","Cent mille francs congolais","19/07/2024 00:00:00","2024/07/19","","30/12/1899 11:59:17","","","","NON","2921"
"6693","6674","Entretien split burau","42500","Quarante deux mille cinq cent deux francs congolais","19/07/2024 00:00:00","2024/07/19","","30/12/1899 12:02:31","","","","NON","2922"
"6694","6675","KV,Cx N°003/24 P/C Sté REVIN","15000000","Quinze millions de francs congolais","19/07/2024 00:00:00","2024/07/19","","30/12/1899 12:08:43","","","","OUI","2923"
"6695","6676","KV,CX N°003/24 P/C LAKSHIMI","16500000","Seize millions cinq cent mille francs congolais","19/07/2024 00:00:00","2024/07/19","","30/12/1899 12:11:12","","","","NON","2924"
"6696","6677","Achat 01 refrigérateur pr IRHEl","464000","Quatre cent soixante quatre mille francs congolais","19/07/2024 00:00:00","2024/07/19","","30/12/1899 12:13:27","","","","OUI","2925"
"6697","6678","Reliure rapport","67000","Soixante sept mille francs congolais","19/07/2024 00:00:00","2024/07/19","","30/12/1899 12:14:34","","","","OUI","2926"
"6698","6679","Abonnement CANAL+","1251500","Un million deux cent cinquante  et un mille cinq cent un francs congolais","19/07/2024 00:00:00","2024/07/19","","30/12/1899 12:18:07","","","","OUI","2927"
"6699","6680","Abonnement CANAL+","1251500","Un million deux cent cinquante  et un mille cinq cent un francs congolais","19/07/2024 00:00:00","2024/07/19","","30/12/1899 12:19:46","","","","OUI","2927"
"6700","6681","Reliure notes de Sce et arretés","84000","Quatre-vingt quatre mille francs congolais","19/07/2024 00:00:00","2024/07/19","","30/12/1899 12:25:30","","","","OUI","2915"
"6701","6682","Courses de service IRT 15-19/07/2024","2292000","Deux millions deux cent quatre-vingt  douze mille francs congolais","19/07/2024 00:00:00","2024/07/19","","30/12/1899 12:27:37","","","","OUI","2917"
"6702","6683","Collation hebdo aux policiers 15-19/07/2024","250000","Deux cent cinquante mille francs congolais","19/07/2024 00:00:00","2024/07/19","","30/12/1899 12:29:18","","","","OUI","2918"
"6703","6684","Frais de déplacement pr raison de sce ISTAT","556000","Cinq cent cinquante six mille francs congolais","19/07/2024 00:00:00","2024/07/19","","30/12/1899 12:32:09","","","","OUI","2919"
"6704","6685","Achat consommables informatiques","1276000","Un million deux cent soixante  seize mille francs congolais","19/07/2024 00:00:00","2024/07/19","","30/12/1899 12:34:33","","","","OUI","2920"
"6705","6686","Frais de transport pr raison de sce 15-19/07/2024","100000","Cent mille francs congolais","19/07/2024 00:00:00","2024/07/19","","30/12/1899 12:36:28","","","","OUI","2921"
"6755","6736","Achat flash disk","200000","Deux cent mille francs congolais","25/07/2024 00:00:00","2024/07/25","","30/12/1899 09:10:36","","","","NON","2965"
"6756","6737","Achat 02 rallonges","162000","Cent soixante deux mille francs congolais","25/07/2024 00:00:00","2024/07/25","","30/12/1899 09:12:02","","","","NON","2966"
"6757","6738","Achat câble et fiche pr le stabilisateur ","30000","Trente mille francs congolais","25/07/2024 00:00:00","2024/07/25","","30/12/1899 09:14:35","","","","NON","2967"
"6758","6739","Achat unité de tambour bureau SDAF","199500","Cent quatre-vingt  dix-neuf mille cinq cent francs congolais","26/07/2024 00:00:00","2024/07/26","","30/12/1899 09:16:57","","","","NON","2968"
"6759","6740","Collation hebdo aux policiers de garde","250000","Deux cent cinquante mille francs congolais","26/07/2024 00:00:00","2024/07/26","","30/12/1899 09:18:29","","","","NON","2969"
"6760","6741","Achat cartouches + transport","355600","Trois cent cinquante cinq mille six cent cinq francs congolais","26/07/2024 00:00:00","2024/07/26","","30/12/1899 09:20:09","","","","NON","2971"
"6761","6742","Frais de transport pr raison de sce 22-26/07/24","100000","Cent mille francs congolais","26/07/2024 00:00:00","2024/07/26","","30/12/1899 09:22:04","","","","NON","2972"
"6762","6743","Frais de transport pr raison de sce ISTAT","556000","Cinq cent cinquante six mille francs congolais","26/07/2024 00:00:00","2024/07/26","","30/12/1899 09:24:07","","","","NON","2973"
"6763","6744","Achat signataires","167500","Cent soixante sept mille cinq cent sept francs congolais","26/07/2024 00:00:00","2024/07/26","","30/12/1899 09:25:23","","","","NON","2974"
"6764","6745","Bain de consolation aux cadres et agents pr les obsèques de l'agent Mbongo","500000","Cinq cent mille francs congolais","26/07/2024 00:00:00","2024/07/26","","30/12/1899 09:28:05","","","","NON","2975"
"6765","6746","Achat gerbe de fleurs pr obsèque Mbayo","100000","Cent mille francs congolais","26/07/2024 00:00:00","2024/07/26","","30/12/1899 09:31:33","","","","NON","2976"
"6766","6747","Collation aux cadres et agents designés pr la ceremonie des obsèques de l'agent Mbayo ","720000","Sept cent vingt mille francs congolais","26/07/2024 00:00:00","2024/07/26","","30/12/1899 09:35:36","","","","NON","2977"
"6767","6748","Achat carburant et gants pr les obsèques de l'agent Mbongo","306500","Trois cent six mille cinq cent francs congolais","26/07/2024 00:00:00","2024/07/26","","30/12/1899 09:39:48","","","","NON","2978"
"6768","6749","Déplacement pr raison de sce de L'IRHEL 22-26/07/24","350000","Trois cent cinquante mille francs congolais","26/07/2024 00:00:00","2024/07/26","","30/12/1899 09:46:22","","","","NON","2979"
"6769","6750","Frais médicaux et achat produits pharm Kabombo","189500","Cent quatre-vingt neuf mille cinq cent neuf francs congolais","26/07/2024 00:00:00","2024/07/26","","30/12/1899 09:49:23","","","","NON","2980"
"6770","6751","Frais de dépôt et transmission courriers pr les différents secrétariats 19-26/07/24","2600000","Deux millions six cent mille francs congolais","26/07/2024 00:00:00","2024/07/26","","30/12/1899 09:55:45","","","","NON","2981"
"6771","6752","Mission N°06/24 Mavungu","207000","Deux cent sept mille francs congolais","29/07/2024 00:00:00","2024/07/29","","30/12/1899 09:58:16","","","","NON","2982"
"6772","6753","Mission N°050/24 Motende","645000","Six cent quarante cinq mille francs congolais","29/07/2024 00:00:00","2024/07/29","","30/12/1899 09:59:40","","","","NON","2983"
"6773","6754","frais d'entretien bus tata 2006AB","3052661,8","Trois millions cinquante deux mille six cent soixante  et un et quatre-vingt centime francs congolais","29/07/2024 00:00:00","2024/07/29","","30/12/1899 10:02:27","","","","NON","2984"
"6774","6755","Achat gyrophare","1800000","Un million huit cent mille francs congolais","29/07/2024 00:00:00","2024/07/29","","30/12/1899 10:03:38","","","","NON","2985"
"6775","6756","Intervention bancaire","30000","Trente mille francs congolais","29/07/2024 00:00:00","2024/07/29","","30/12/1899 10:05:10","","","","NON","2986"
"6776","6757","Intervention service extérieur NSAPU","200000","Deux cent mille francs congolais","30/07/2024 00:00:00","2024/07/30","","30/12/1899 10:07:48","","","","NON","2987"
"6777","6758","KV,CX PV N°041/24 P/C Sté Orange","37876152,5","Trente sept millions huit cent soixante  seize mille cent cinquante deux et cinquante centime francs congolais","30/07/2024 00:00:00","2024/07/30","","30/12/1899 10:11:25","","","","OUI","2988"
"6800","6781","Frais de déplacement pr raison de sce du 29/7 au 02/8/2024","100000","Cent mille francs congolais","02/08/2024 00:00:00","2024/08/02","","30/12/1899 13:38:43","","","","NON","64004"
"6801","6782","Frais de déplacement pr raison de sce IRHEL du 29/7 au 02/8/2024","350000","Trois cent cinquante mille francs congolais","02/08/2024 00:00:00","2024/08/02","","30/12/1899 13:42:35","","","","NON","64005"
"6802","6783","Frais de restauration aux policiers","30000","Trente mille francs congolais","02/08/2024 00:00:00","2024/08/02","","30/12/1899 13:44:28","","","","NON","64006"
"6803","6784","Frais de transport pr raison de sce ITVRO du 29/7 au 02/8/24","100000","Cent mille francs congolais","02/08/2024 00:00:00","2024/08/02","","30/12/1899 13:47:43","","","","NON","64007"
"6804","6785","Achat d'une ampoule électrique","28700","Vingt huit mille sept cent huit francs congolais","05/08/2024 00:00:00","2024/08/05","","30/12/1899 13:50:42","","","","NON","64008"
"6805","6786","Frais d'intervention bancaire retrait de fonds","15000","Quinze mille francs congolais","05/08/2024 00:00:00","2024/08/05","","30/12/1899 13:54:53","","","","NON","64009"
"6806","6787","Frais de course de sce ","50000","Cinquante mille francs congolais","05/08/2024 00:00:00","2024/08/05","","30/12/1899 13:56:13","","","","NON","64010"
"6807","6788","Complement carburant","3435000","Trois millions quatre cent trente cinq mille francs congolais","05/08/2024 00:00:00","2024/08/05","","30/12/1899 13:57:41","","","","NON","64011"
"6808","6789","Achat cartouche et unité de tambour","1353000","Un million trois cent cinquante trois mille francs congolais","05/08/2024 00:00:00","2024/08/05","","30/12/1899 14:00:35","","","","NON","64012"
"6809","6790","Frais de resto réunion mixte DGDA et les frs internet","840000","Huit cent quarante mille francs congolais","05/08/2024 00:00:00","2024/08/05","","30/12/1899 14:03:14","","","","NON","64013"
"6810","6791","Achat carburant et lubrifiant pr la jeep N°5598","206000","Deux cent six mille francs congolais","06/08/2024 00:00:00","2024/08/06","","30/12/1899 14:06:45","","","","OUI","64014"
"6811","6792","Frais de trans pr raison de sce ISTAT du 29/7 au 02/8/24","556000","Cinq cent cinquante six mille francs congolais","06/08/2024 00:00:00","2024/08/06","","30/12/1899 14:09:47","","","","NON","64015"
"6812","6793","Achat rallonge","40000","Quarante mille francs congolais","06/08/2024 00:00:00","2024/08/06","","30/12/1899 14:11:18","","","","NON","64016"
"6813","6794","Prime cxe PV N°065/IAJC/24 PACIFIC TRADING P/C Sté ELS","4968000","Quatre millions neuf cent soixante huit mille francs congolais","06/08/2024 00:00:00","2024/08/06","","30/12/1899 14:15:26","","","","NON","64017"
"6814","6795","Prime Cxe aux verbalis et interv PV N°065/IAJC/24 PACIFIC TRAD P/C BISO NA BISO","11664000","Onze millions six cent soixante quatre mille francs congolais","06/08/2024 00:00:00","2024/08/06","","30/12/1899 14:20:25","","","","NON","64018"
"6815","6796","Prime Cxe aux verbal et interv PV N°066/IAJC/24 RODA CORP P/C MULTI Sce","4968000","Quatre millions neuf cent soixante huit mille francs congolais","06/08/2024 00:00:00","2024/08/06","","30/12/1899 14:23:57","","","","NON","64019"
"6816","6797","FRais de trans pr raison de sce ISTAT 5-9/08/24","556000","Cinq cent cinquante six mille francs congolais","09/08/2024 00:00:00","2024/08/09","","30/12/1899 14:30:49","","","","NON","64020"
"6817","6798","Frais de dépôt et transm des courriers par les sec du 5-9/8/24","1300000","Un million trois cent mille francs congolais","09/08/2024 00:00:00","2024/08/09","","30/12/1899 14:33:27","","","","NON","64021"
"6818","6799","Frais de resto aux policiers de garde ","30000","Trente mille francs congolais","09/08/2024 00:00:00","2024/08/09","","30/12/1899 14:35:10","","","","NON","64022"
"6819","6800","Frais de course sce IRT du 5-9/8/24","1301000","Un million trois cent un mille francs congolais","09/08/2024 00:00:00","2024/08/09","","30/12/1899 14:43:23","","","","NON","64023"
"6820","6801","Frais de déplacement pr raison de sce IRHEL du 5-9/8/24","413000","Quatre cent treize mille francs congolais","16/08/2024 00:00:00","2024/08/16","","30/12/1899 15:15:02","","","","OUI","64024"
"6821","6802","Frais de déplac pr raison de sce IRHEL du 5-9/8/24","413000","Quatre cent treize mille francs congolais","09/08/2024 00:00:00","2024/08/09","","30/12/1899 15:18:10","","","","NON","64024"
"5992","5973","Frais d'intervention sces extérieurs","2000000","Deux millions de francs congolais","10/05/2024 00:00:00","2024/05/10","","30/12/1899 13:28:05","","","","NON","2302"
"5993","5974","Complément fournitures de bureaux","2800000","Deux millions huit cent mille francs congolais","10/05/2024 00:00:00","2024/05/10","","30/12/1899 13:28:50","","","","NON","2304"
"5994","5975","Rencontres DP-représentants fabriques","1840000","Un million huit cent quarante mille francs congolais","10/05/2024 00:00:00","2024/05/10","","30/12/1899 13:29:43","","","","NON","2305"
"5995","5976","Complément cons.& mat.inform","1876600","Un million huit cent soixante  seize mille six cent francs congolais","10/05/2024 00:00:00","2024/05/10","","30/12/1899 13:39:35","","","","NON","2306"
"5996","5977","Manutention archives","1000000","Un million de francs congolais","10/05/2024 00:00:00","2024/05/10","","30/12/1899 13:40:18","","","","NON","2308"
"5997","5978","Achat destructeurs à papiers SDAF,IFI ","1246000","Un million deux cent quarante six mille francs congolais","10/05/2024 00:00:00","2024/05/10","","30/12/1899 13:41:28","","","","NON","2309"
"5998","5979","Achat mat electriques","520000","Cinq cent vingt mille francs congolais","10/05/2024 00:00:00","2024/05/10","","30/12/1899 13:42:13","","","","NON","2310"
"5999","5980","Provision à justifier urgence médicale Nsangana","465000","Quatre cent soixante cinq mille francs congolais","10/05/2024 00:00:00","2024/05/10","","30/12/1899 13:43:10","","","","NON","2311"
"6000","5981","Achat carburant charroi","4312000","Quatre millions trois cent douze mille francs congolais","10/05/2024 00:00:00","2024/05/10","","30/12/1899 13:43:48","","","","NON","2312"
"6001","5982","Frais funeraire Musepu","687500","Six cent quatre-vingt sept mille cinq cent sept francs congolais","10/05/2024 00:00:00","2024/05/10","","30/12/1899 13:44:38","","","","NON","2313"
"6002","5983","Frais médicaux Mavungu","850000","Huit cent cinquante mille francs congolais","10/05/2024 00:00:00","2024/05/10","","30/12/1899 13:45:32","","","","NON","2314"
"6003","5984","Frais médicaux Basolua","987000","Neuf cent quatre-vingt sept mille francs congolais","10/05/2024 00:00:00","2024/05/10","","30/12/1899 13:46:04","","","","NON","2315"
"6004","5985","Frais médicaux Kanu","572785","Cinq cent soixante  douze mille sept cent quatre-vingt cinq francs congolais","10/05/2024 00:00:00","2024/05/10","","30/12/1899 13:46:58","","","","NON","2316"
"6005","5986","Provision à justifier pr urgence médicale Mnana","702450","Sept cent deux mille quatre cent cinquante francs congolais","10/05/2024 00:00:00","2024/05/10","","30/12/1899 13:47:47","","","","NON","2317"
"6006","5987","Frais médicaux Tshumpa","485750","Quatre cent quatre-vingt cinq mille sept cent cinquante francs congolais","10/05/2024 00:00:00","2024/05/10","","30/12/1899 13:48:21","","","","NON","2318"
"6007","5988","Frais médicaux et achat prod.pharm Nsimba","550500","Cinq cent cinquante mille cinq cent francs congolais","10/05/2024 00:00:00","2024/05/10","","30/12/1899 13:49:26","","","","NON","2319"
"6008","5989","Frais médicaux Lumumba Gradie","611000","Six cent onze mille francs congolais","10/05/2024 00:00:00","2024/05/10","","30/12/1899 13:50:22","","","","NON","2320"
"6009","5990","Frais médicaux enfant Kwale","498300","Quatre cent quatre-vingt  dix-huit mille trois cent francs congolais","10/05/2024 00:00:00","2024/05/10","","30/12/1899 13:51:06","","","","NON","2321"
"6010","5991","Achat prod pharm Ndeji","351700","Trois cent cinquante  et un mille sept cent un francs congolais","10/05/2024 00:00:00","2024/05/10","","30/12/1899 13:51:44","","","","NON","2322"
"6011","5992","Frais médicaux,achat prod pharm Kapinga Kayembe","576165","Cinq cent soixante  seize mille cent soixante cinq francs congolais","13/05/2024 00:00:00","2024/05/13","","30/12/1899 13:53:10","","","","NON","2323"
"6012","5993","Frais médicaux Kisangu","555850","Cinq cent cinquante cinq mille huit cent cinquante francs congolais","13/05/2024 00:00:00","2024/05/13","","30/12/1899 14:13:01","","","","NON","2324"
"6013","5994","Achat prod pharm Kapinga Mwamba","392000","Trois cent quatre-vingt  douze mille francs congolais","13/05/2024 00:00:00","2024/05/13","","30/12/1899 14:21:45","","","","NON","2325"
"6014","5995","Courses de service visite aux malades Ntumba","150000","Cent cinquante mille francs congolais","13/05/2024 00:00:00","2024/05/13","","30/12/1899 14:22:31","","","","NON","2326"
"6706","6687","Entretien split bureau","42500","Quarante deux mille cinq cent deux francs congolais","19/07/2024 00:00:00","2024/07/19","","30/12/1899 12:38:58","","","","OUI","2922"
"6707","6688","KV,Cx PV N°003/24 P/C Sté REVIN","15000000","Quinze millions de francs congolais","19/07/2024 00:00:00","2024/07/19","","30/12/1899 12:41:42","","","","OUI","2923"
"6708","6689","KV,CX PV N°003/24 P/C LAKSHIMI","16500000","Seize millions cinq cent mille francs congolais","19/07/2024 00:00:00","2024/07/19","","30/12/1899 12:49:45","","","","OUI","2924"
"6709","6690","Achat 01 refrigérateur pr IRHEL","464000","Quatre cent soixante quatre mille francs congolais","19/07/2024 00:00:00","2024/07/19","","30/12/1899 12:53:07","","","","OUI","2925"
"6710","6691","REliure rapport","67000","Soixante sept mille francs congolais","19/07/2024 00:00:00","2024/07/19","","30/12/1899 12:54:29","","","","NON","2926"
"6711","6692","Abonnement CANAL+","1251500","Un million deux cent cinquante  et un mille cinq cent un francs congolais","19/07/2024 00:00:00","2024/07/19","","30/12/1899 12:55:50","","","","NON","2927"
"6712","6693","Déplacement pr raison de Sce IRHEL 15-19/07/2024","350000","Trois cent cinquante mille francs congolais","19/07/2024 00:00:00","2024/07/19","","30/12/1899 12:59:46","","","","NON","2928"
"6713","6694","Collat mensuelle aux cadres et agents des exports","3500000","Trois millions cinq cent mille francs congolais","19/07/2024 00:00:00","2024/07/19","","30/12/1899 13:02:03","","","","NON","2929"
"6714","6695","Frais de dépôt et transm des courriers Sec 01-12/07/2024","2600000","Deux millions six cent mille francs congolais","19/07/2024 00:00:00","2024/07/19","","30/12/1899 13:05:00","","","","NON","2930"
"6715","6696","Déplacement mission N°007/24 BONDO","34400","Trente quatre mille quatre cent quatre francs congolais","22/07/2024 00:00:00","2024/07/22","","30/12/1899 13:08:48","","","","NON","2931"
"6716","6697","Manutention archives","30000","Trente mille francs congolais","22/07/2024 00:00:00","2024/07/22","","30/12/1899 13:10:04","","","","NON","2932"
"6717","6698","Achat carburant pr 2jeeps 5598 et 8786","412200","Quatre cent douze mille deux cent francs congolais","22/07/2024 00:00:00","2024/07/22","","30/12/1899 13:12:05","","","","NON","2933"
"6718","6699","Prestation heure suppl/Bracongo ","3000000","Trois millions de francs congolais","22/07/2024 00:00:00","2024/07/22","","30/12/1899 13:20:37","","","","NON","2934"
"6719","6700","Reliure Ordonnance loi N°018","70000","Soixante  dix mille francs congolais","22/07/2024 00:00:00","2024/07/22","","30/12/1899 13:22:28","","","","NON","2935"
"6720","6701","Réparation pneus 7252","12000","Douze mille francs congolais","22/07/2024 00:00:00","2024/07/22","","30/12/1899 13:24:21","","","","NON","2936"
"6721","6702","Prêt remboursable Mwanza","725000","Sept cent vingt cinq mille francs congolais","22/07/2024 00:00:00","2024/07/22","","30/12/1899 13:27:28","","","","NON","2937"
"6722","6703","Frais médicaux KWALE","750000","Sept cent cinquante mille francs congolais","23/07/2024 00:00:00","2024/07/23","","30/12/1899 13:29:30","","","","NON","2938"
"6723","6704","Payement prime informatique Mai 2024","69376152","Soixante neuf millions trois cent soixante  seize mille cent cinquante deux francs congolais","24/07/2024 00:00:00","2024/07/24","","30/12/1899 13:48:06","","","","NON","2939"
"6724","6705","Intervention bancaire","20000","Vingt mille francs congolais","24/07/2024 00:00:00","2024/07/24","","30/12/1899 13:55:18","","","","NON","2940"
"6725","6706","Achat fournitures de bureaux","3900000","Trois millions neuf cent mille francs congolais","24/07/2024 00:00:00","2024/07/24","","30/12/1899 13:57:24","","","","NON","2941"
"6726","6707","Achat produits d'entetien","4900000","Quatre millions neuf cent mille francs congolais","24/07/2024 00:00:00","2024/07/24","","30/12/1899 14:02:10","","","","NON","2942"
